timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
3284000,3284000,6620172,399.62064,12.404602,96616.23,1.1479605
3308000,3308000,6620172,399.52203,12.404602,96617.37,1.1479741
3332000,3332000,6620172,399.4657,12.404602,96618.02,1.147982
3356000,3356000,6620172,399.6347,12.404602,96616.086,1.1479589
3384000,3384000,6620172,399.5314,12.404602,96617.26,1.1479728
3404000,3404000,6620172,399.66287,12.404602,96615.79,1.1479554
3432000,3432000,6620172,399.47977,12.404602,96617.87,1.1479801
3452000,3452000,6620172,399.5549,12.404602,96617.02,1.1479701
3476000,3476000,6620172,399.66757,12.404602,96615.72,1.1479546
3500000,3500000,6620172,399.50323,12.404602,96617.59,1.1479769
3528000,3528000,6620172,399.5314,12.404602,96617.305,1.1479734
3548000,3548000,6620172,399.60184,12.404602,96616.46,1.1479634
3572000,3572000,6620172,399.52673,12.404602,96617.336,1.1479738
3596000,3596000,6620172,399.47507,12.404602,96617.945,1.147981
3620000,3620000,6620172,399.5502,12.404602,96617.055,1.1479704
3644000,3644000,6620172,399.56897,12.404602,96616.836,1.1479678
3668000,3668000,6620172,399.5361,12.404602,96617.2,1.1479722
3692000,3692000,6620172,399.6441,12.404602,96615.98,1.1479577
3720000,3720000,6620172,399.59714,12.404602,96616.516,1.147964
3740000,3740000,6620172,399.47977,12.404602,96617.87,1.1479801
3768000,3768000,6620172,399.59714,12.404602,96616.5,1.1479639
3788000,3788000,6620172,399.5455,12.404602,96617.12,1.1479712
3816000,3816000,6620172,399.6253,12.404602,96616.21,1.1479604
3836000,3836000,6620172,399.5549,12.404602,96617.02,1.1479701
3860000,3860000,6620172,399.60654,12.404602,96616.42,1.1479629
3888000,3888000,6620172,399.4657,12.404602,96618.02,1.147982
3912000,3912000,6620172,399.65817,12.404602,96615.805,1.1479555
3936000,3936000,6620172,399.60654,12.404602,96616.39,1.1479626
3960000,3960000,6620172,399.61594,12.404602,96616.336,1.1479619
3980000,3980000,6620172,399.7192,12.404602,96615.09,1.1479472
4004000,4004000,6620172,399.48917,12.404602,96617.79,1.1479791
4028000,4028000,6620172,399.6441,12.404602,96615.96,1.1479574
4052000,4052000,6620172,399.5596,12.404602,96616.98,1.1479695
4076000,4076000,6620172,399.47507,12.404602,96617.95,1.1479812
4100000,4100000,6620172,399.6394,12.404602,96616.055,1.1479585
4124000,4124000,6620172,399.61124,12.404602,96616.35,1.1479621
4148000,4148000,6620172,399.7286,12.404602,96614.984,1.1479459
4172000,4172000,6620172,399.58777,12.404602,96616.64,1.1479656
4200000,4200000,6620172,399.57837,12.404602,96616.72,1.1479665
4220000,4220000,6620172,399.5408,12.404602,96617.17,1.1479719
4244000,4244000,6620172,399.5361,12.404602,96617.24,1.1479727
4268000,4268000,6620172,399.7427,12.404602,96614.83,1.147944
4292000,4292000,6620172,399.59244,12.404602,96616.57,1.1479647
4316000,4316000,6620172,399.43753,12.404602,96618.36,1.1479859
4340000,4340000,6620172,399.70514,12.404602,96615.25,1.147949
4364000,4364000,6620172,399.62064,12.404602,96616.25,1.1479609
4392000,4392000,6620172,399.4516,12.404602,96618.195,1.147984
4412000,4412000,6620172,399.5455,12.404602,96617.1,1.147971
4440000,4440000,6620172,399.58777,12.404602,96616.62,1.1479652
4464000,4464000,6620172,399.66757,12.404602,96615.695,1.1479543
4488000,4488000,6620172,399.60654,12.404602,96616.38,1.1479625
4508000,4508000,6620172,399.6253,12.404602,96616.195,1.1479602
4532000,4532000,6620172,399.70044,12.404602,96615.32,1.1479498
4556000,4556000,6620172,399.59714,12.404602,96616.516,1.147964
4580000,4580000,6620172,399.6347,12.404602,96616.08,1.1479589
4604000,4604000,6620172,399.51263,12.404602,96617.52,1.147976
4628000,4628000,6620172,399.5314,12.404602,96617.305,1.1479734
4652000,4652000,6620172,399.62064,12.404602,96616.266,1.147961
4680000,4680000,6620172,399.58307,12.404602,96616.69,1.147966
4700000,4700000,6620172,399.62064,12.404602,96616.22,1.1479605
4724000,4724000,6620172,399.84598,12.404602,96613.64,1.1479299
4748000,4748000,6620172,399.66287,12.404602,96615.79,1.1479554
4775999,4775999,6620172,399.51263,12.404602,96617.52,1.147976
4800000,4800000,6620172,399.62064,12.404602,96616.266,1.147961
4823999,4823999,6620172,399.58777,12.404602,96616.62,1.1479652
4844000,4844000,6620172,399.6347,12.404602,96616.086,1.1479589
4868000,4868000,6620172,399.60654,12.404602,96616.41,1.1479627
4892000,4892000,6620172,399.63,12.404602,96616.125,1.1479594
4919999,4919999,6620172,399.58777,12.404602,96616.63,1.1479654
4940000,4940000,6620172,399.5596,12.404602,96616.92,1.1479689
4964000,4964000,6620172,399.68634,12.404602,96615.47,1.1479516
4988000,4988000,6620172,399.61594,12.404602,96616.33,1.1479619
5015999,5015999,6620172,399.6253,12.404602,96616.195,1.1479602
5036000,5036000,6620172,399.58307,12.404602,96616.695,1.1479661
5060000,5060000,6620172,399.461,12.404602,96618.086,1.1479827
5088000,5088000,6620172,399.5549,12.404602,96617.01,1.1479698
5112000,5112000,6620172,399.56427,12.404602,96616.91,1.1479686
5132000,5132000,6620172,399.77087,12.404602,96614.51,1.1479402
5160000,5160000,6620172,399.50323,12.404602,96617.56,1.1479765
5180000,5180000,6620172,399.67227,12.404602,96615.625,1.1479535
5204000,5204000,6620172,399.30606,12.404602,96619.85,1.1480037
5232000,5232000,6620172,399.5502,12.404602,96617.06,1.1479706
5252000,5252000,6620172,399.57367,12.404602,96616.805,1.1479675
5276000,5276000,6620172,399.60654,12.404602,96616.375,1.1479623
5304000,5304000,6620172,399.6488,12.404602,96615.89,1.1479566
5324000,5324000,6620172,399.63,12.404602,96616.11,1.1479592
5348000,5348000,6620172,399.47507,12.404602,96617.93,1.1479808
5372000,5372000,6620172,399.7192,12.404602,96615.14,1.1479477
5396000,5396000,6620172,399.6441,12.404602,96615.97,1.1479576
5420000,5420000,6620172,399.57367,12.404602,96616.8,1.1479673
5444000,5444000,6620172,399.58307,12.404602,96616.66,1.1479657
5468000,5468000,6620172,399.6394,12.404602,96616.055,1.1479585
5492000,5492000,6620172,399.76617,12.404602,96614.57,1.1479409
5516000,5516000,6620172,399.48917,12.404602,96617.75,1.1479787
5540000,5540000,6620172,399.61124,12.404602,96616.37,1.1479622
5564000,5564000,6620172,399.70044,12.404602,96615.34,1.14795
5588000,5588000,6620172,399.6394,12.404602,96616.055,1.1479585
5612000,5612000,6620172,399.5408,12.404602,96617.17,1.1479719
5640000,5640000,6620172,399.51263,12.404602,96617.48,1.1479754
5660000,5660000,6620172,399.52203,12.404602,96617.37,1.1479741
5688000,5688000,6620172,399.56897,12.404602,96616.836,1.1479678
5708000,5708000,6620172,399.60654,12.404602,96616.42,1.1479629
5736000,5736000,6620172,399.49857,12.404602,96617.64,1.1479774
5756000,5756000,6620172,399.60184,12.404602,96616.46,1.1479634
5780000,5780000,6620172,399.62064,12.404602,96616.25,1.1479609
5804000,5804000,6620172,399.52673,12.404602,96617.336,1.1479738
5828000,5828000,6620172,399.5455,12.404602,96617.13,1.1479714
5852000,5852000,6620172,399.57367,12.404602,96616.78,1.1479672
5876000,5876000,6620172,399.51733,12.404602,96617.445,1.1479751
5900000,5900000,6620172,399.56897,12.404602,96616.836,1.1479678
5924000,5924000,6620172,399.79904,12.404602,96614.19,1.1479363
5948000,5948000,6620172,399.49387,12.404602,96617.69,1.147978
5972000,5972000,6620172,399.47507,12.404602,96617.95,1.1479812
5996000,5996000,6620172,399.63,12.404602,96616.11,1.1479592
6020000,6020000,6620172,399.4469,12.404602,96618.25,1.1479846
6044000,6044000,6620172,399.49857,12.404602,96617.664,1.1479777
6068000,6068000,6620172,399.67697,12.404602,96615.6,1.1479532
6096000,6096000,6620172,399.52673,12.404602,96617.34,1.1479739
6116000,6116000,6620172,399.51263,12.404602,96617.51,1.1479758
6140000,6140000,6620172,399.51733,12.404602,96617.445,1.1479751
6164000,6164000,6620172,399.47507,12.404602,96617.9,1.1479805
6188000,6188000,6620172,399.6253,12.404602,96616.195,1.1479602
6212000,6212000,6620172,399.56897,12.404602,96616.836,1.1479678
6236000,6236000,6620172,399.74738,12.404602,96614.77,1.1479434
6260000,6260000,6620172,399.47977,12.404602,96617.84,1.1479799
6284000,6284000,6620172,399.5549,12.404602,96617.0,1.1479698
6312000,6312000,6620172,399.67227,12.404602,96615.61,1.1479533
6332000,6332000,6620172,399.3671,12.404602,96619.18,1.1479957
6356000,6356000,6620172,399.48447,12.404602,96617.83,1.1479796
6380000,6380000,6620172,399.7192,12.404602,96615.13,1.1479475
6404000,6404000,6620172,399.5455,12.404602,96617.1,1.147971
6428000,6428000,6620172,399.52203,12.404602,96617.38,1.1479744
6456000,6456000,6620172,399.7427,12.404602,96614.875,1.1479446
6480000,6480000,6620172,399.57837,12.404602,96616.75,1.1479669
6500000,6500000,6620172,399.51733,12.404602,96617.42,1.1479748
6524000,6524000,6620172,399.48917,12.404602,96617.79,1.1479791
6548000,6548000,6620172,399.61594,12.404602,96616.336,1.1479619
6572000,6572000,6620172,399.70044,12.404602,96615.36,1.1479503
6596000,6596000,6620172,399.42343,12.404602,96618.51,1.1479877
6620000,6620000,6620172,399.57837,12.404602,96616.73,1.1479665
6644000,6644000,6620172,399.69104,12.404602,96615.41,1.1479509
6668000,6668000,6620172,399.77554,12.404602,96614.44,1.1479393
6692000,6692000,6620172,399.50793,12.404602,96617.555,1.1479764
6720000,6720000,6620172,399.47507,12.404602,96617.92,1.1479807
6740000,6740000,6620172,399.42813,12.404602,96618.484,1.1479874
6764000,6764000,6620172,399.7427,12.404602,96614.82,1.1479439
6788000,6788000,6620172,399.60184,12.404602,96616.47,1.1479635
6812000,6812000,6620172,399.6253,12.404602,96616.19,1.1479602
6836000,6836000,6620172,399.5502,12.404602,96617.05,1.1479703
6860000,6860000,6620172,399.6253,12.404602,96616.18,1.1479601
6884000,6884000,6620172,399.59714,12.404602,96616.53,1.1479642
6912000,6912000,6620172,399.5314,12.404602,96617.31,1.1479735
6932000,6932000,6620172,399.5455,12.404602,96617.12,1.1479712
6960000,6960000,6620172,399.68167,12.404602,96615.53,1.1479523
6980000,6980000,6620172,399.6394,12.404602,96616.055,1.1479585
7004000,7004000,6620172,399.58777,12.404602,96616.62,1.1479652
7032000,7032000,6620172,399.5455,12.404602,96617.086,1.1479708
7052000,7052000,6620172,399.63,12.404602,96616.14,1.1479596
7076000,7076000,6620172,399.40933,12.404602,96618.67,1.1479896
7100000,7100000,6620172,399.42343,12.404602,96618.516,1.1479878
7124000,7124000,6620172,399.60184,12.404602,96616.47,1.1479635
7148000,7148000,6620172,399.60184,12.404602,96616.445,1.1479632
7172000,7172000,6620172,399.5455,12.404602,96617.13,1.1479714
7196000,7196000,6620172,399.5596,12.404602,96616.98,1.1479695
7224000,7224000,6620172,399.60654,12.404602,96616.39,1.1479626
7244000,7244000,6620172,399.42813,12.404602,96618.5,1.1479876
7268000,7268000,6620172,399.6394,12.404602,96616.02,1.1479582
7292000,7292000,6620172,399.8178,12.404602,96613.94,1.1479334
7316000,7316000,6620172,399.5314,12.404602,96617.26,1.1479728
7340000,7340000,6620172,399.59244,12.404602,96616.555,1.1479645
7364000,7364000,6620172,399.5455,12.404602,96617.09,1.1479709
7388000,7388000,6620172,399.8084,12.404602,96614.1,1.1479354
7412000,7412000,6620172,399.6441,12.404602,96615.945,1.1479572
7436000,7436000,6620172,399.39056,12.404602,96618.875,1.147992
7460000,7460000,6620172,399.61594,12.404602,96616.28,1.1479613
7488000,7488000,6620172,399.4657,12.404602,96618.04,1.1479821
7508000,7508000,6620172,399.65347,12.404602,96615.86,1.1479563
7532000,7532000,6620172,399.49857,12.404602,96617.63,1.1479774
7556000,7556000,6620172,399.86478,12.404602,96613.42,1.1479273
7580000,7580000,6620172,399.60184,12.404602,96616.44,1.147963
7604000,7604000,6620172,399.5455,12.404602,96617.09,1.1479709
7632000,7632000,6620172,399.49857,12.404602,96617.67,1.1479778
7652000,7652000,6620172,399.49387,12.404602,96617.74,1.1479787
7676000,7676000,6620172,399.4657,12.404602,96618.02,1.147982
7700000,7700000,6620172,399.56427,12.404602,96616.914,1.1479688
7724000,7724000,6620172,399.57367,12.404602,96616.83,1.1479677
7748000,7748000,6620172,399.58777,12.404602,96616.62,1.1479652
7772000,7772000,6620172,399.67227,12.404602,96615.61,1.1479533
7796000,7796000,6620172,399.5596,12.404602,96616.96,1.1479694
7820000,7820000,6620172,399.47507,12.404602,96617.95,1.1479812
7844000,7844000,6620172,399.4469,12.404602,96618.234,1.1479845
7872000,7872000,6620172,399.56427,12.404602,96616.89,1.1479685
7892000,7892000,6620172,399.50323,12.404602,96617.62,1.1479771
7920000,7920000,6620172,399.56897,12.404602,96616.836,1.1479678
7940000,7940000,6620172,399.7192,12.404602,96615.125,1.1479475
7964000,7964000,6620172,399.48917,12.404602,96617.78,1.147979
7992000,7992000,6620172,399.50323,12.404602,96617.59,1.1479769
8012000,8012000,6620172,399.58777,12.404602,96616.6,1.1479651
8036000,8036000,6620172,399.57837,12.404602,96616.73,1.1479665
8064000,8064000,6620172,399.65817,12.404602,96615.83,1.1479559
8084000,8084000,6620172,399.48917,12.404602,96617.805,1.1479794
8108000,8108000,6620172,399.65817,12.404602,96615.82,1.1479558
8132000,8132000,6620172,399.63,12.404602,96616.11,1.1479592
8156000,8156000,6620172,399.5361,12.404602,96617.23,1.1479725
8180000,8180000,6620172,399.60654,12.404602,96616.39,1.1479626
8204000,8204000,6620172,399.51263,12.404602,96617.49,1.1479757
8228000,8228000,6620172,399.69104,12.404602,96615.4,1.1479508
8252000,8252000,6620172,399.6488,12.404602,96615.91,1.1479568
8276000,8276000,6620172,399.61594,12.404602,96616.336,1.1479619
8300000,8300000,6620172,399.58777,12.404602,96616.64,1.1479656
8328000,8328000,6620172,399.5408,12.404602,96617.19,1.147972
8352000,8352000,6620172,399.59244,12.404602,96616.57,1.1479647
8372000,8372000,6620172,399.5596,12.404602,96616.95,1.1479692
8396000,8396000,6620172,399.49857,12.404602,96617.63,1.1479774
8424000,8424000,6620172,399.66757,12.404602,96615.695,1.1479543
8444000,8444000,6620172,399.39526,12.404602,96618.84,1.1479917
8468000,8468000,6620172,399.57367,12.404602,96616.805,1.1479675
8492000,8492000,6620172,399.60654,12.404602,96616.39,1.1479626
8520000,8520000,6620172,399.62064,12.404602,96616.23,1.1479605
8544000,8544000,6620172,399.66757,12.404602,96615.72,1.1479546
8564000,8564000,6620172,399.7427,12.404602,96614.83,1.147944
8592000,8592000,6620172,399.57367,12.404602,96616.77,1.1479671
8612000,8612000,6620172,399.48917,12.404602,96617.805,1.1479794
8636000,8636000,6620172,399.48447,12.404602,96617.81,1.1479795
8660000,8660000,6620172,399.70984,12.404602,96615.22,1.1479486
8684000,8684000,6620172,399.6394,12.404602,96616.016,1.147958
8708000,8708000,6620172,399.50323,12.404602,96617.56,1.1479765
8732000,8732000,6620172,399.58777,12.404602,96616.586,1.1479648
8756000,8756000,6620172,399.59244,12.404602,96616.57,1.1479647
8780000,8780000,6620172,399.66287,12.404602,96615.77,1.1479552
8808000,8808000,6620172,399.7427,12.404602,96614.85,1.1479442
8828000,8828000,6620172,399.5549,12.404602,96617.01,1.1479698
8852000,8852000,6620172,399.47037,12.404572,96617.98,1.1479814
8876000,8876000,6620172,399.60654,12.404572,96616.39,1.1479626
8904000,8904000,6620172,399.57837,12.404572,96616.73,1.1479665
8924000,8924000,6620172,399.68167,12.404541,96615.54,1.1479524
8948000,8948000,6620172,399.66287,12.404541,96615.79,1.1479554
8972000,8972000,6620172,399.66757,12.404541,96615.664,1.1479539
8996000,8996000,6620172,399.62064,12.4045105,96616.25,1.1479609
9020000,9020000,6620172,399.62064,12.4045105,96616.25,1.1479609
9044000,9044000,6620172,399.57367,12.40448,96616.81,1.1479676
9068000,9068000,6620172,399.6347,12.40448,96616.08,1.1479589
9092000,9092000,6620172,399.77554,12.40448,96614.44,1.1479393
9120000,9120000,6620172,399.62064,12.404449,96616.23,1.1479605
9140000,9140000,6620172,399.57837,12.404449,96616.766,1.147967
9164000,9164000,6620172,399.5361,12.404419,96617.22,1.1479723
9188000,9188000,6620172,399.69104,12.404419,96615.41,1.1479509
9212000,9212000,6620172,399.65817,12.404419,96615.836,1.147956
9236000,9236000,6620172,399.47507,12.404419,96617.94,1.1479809
9260000,9260000,6620172,399.68634,12.404388,96615.484,1.1479517
9284000,9284000,6620172,399.7239,12.404388,96615.08,1.147947
9308000,9308000,6620172,399.43753,12.404388,96618.375,1.1479862
9332000,9332000,6620172,399.6488,12.404388,96615.94,1.1479572
9356000,9356000,6620172,399.6488,12.404358,96615.92,1.147957
9380000,9380000,6620172,399.70984,12.404358,96615.234,1.1479489
9404000,9404000,6620172,399.70514,12.404327,96615.27,1.1479492
9428000,9428000,6620172,399.738,12.404327,96614.9,1.1479448
9452000,9452000,6620172,399.5314,12.404297,96617.28,1.1479732
9476000,9476000,6620172,399.70044,12.404236,96615.32,1.1479498
9500000,9500000,6620172,399.78964,12.404175,96614.31,1.1479379
9524000,9524000,6620172,399.63,12.404114,96616.13,1.1479595
9548000,9548000,6620172,399.6441,12.404022,96615.945,1.1479572
9572000,9572000,6620172,399.47977,12.403931,96617.875,1.1479802
9596000,9596000,6620172,399.7333,12.403809,96614.95,1.1479455
9620000,9620000,6620172,399.74738,12.403656,96614.76,1.1479431
9644000,9644000,6620172,399.58777,12.403503,96616.63,1.1479654
9668000,9668000,6620172,399.68634,12.40332,96615.47,1.1479516
9692000,9692000,6620172,399.70984,12.403137,96615.19,1.1479483
9716000,9716000,6620172,399.9023,12.402924,96612.945,1.1479216
9740000,9740000,6620172,399.80374,12.40271,96614.125,1.1479356
9764000,9764000,6620172,399.97275,12.402466,96612.18,1.1479125
9788000,9788000,6620172,399.9117,12.402252,96612.9,1.1479211
9812000,9812000,6620172,399.9164,12.401978,96612.8,1.1479199
9836000,9836000,6620172,400.17462,12.401703,96609.85,1.1478848
9864000,9864000,6620172,400.015,12.401428,96611.7,1.1479069
9888000,9888000,6620172,400.15585,12.401154,96610.07,1.1478875
9908000,9908000,6620172,400.16525,12.400848,96609.945,1.1478859
9932000,9932000,6620172,400.27322,12.400513,96608.69,1.147871
9956000,9956000,6620172,400.38123,12.4002075,96607.45,1.1478564
9980000,9980000,6620172,400.3202,12.399841,96608.13,1.1478645
10008000,10008000,6620172,400.53616,12.399506,96605.68,1.1478353
10028000,10028000,6620172,400.4141,12.399139,96607.1,1.1478522
10052000,10052000,6620172,400.46573,12.398743,96606.445,1.1478444
10076000,10076000,6620172,400.64413,12.398346,96604.414,1.1478202
10100000,10100000,6620172,400.62067,12.397949,96604.7,1.1478237
10124000,10124000,6620172,400.70047,12.397522,96603.78,1.1478127
10148000,10148000,6620172,400.64883,12.397064,96604.39,1.14782
10172000,10172000,6620172,400.9446,12.396606,96600.96,1.1477792
10196000,10196000,6620172,401.02444,12.396149,96600.01,1.1477679
10220000,10220000,6620172,401.02444,12.39566,96600.055,1.1477685
10244000,10244000,6620172,400.88358,12.395172,96601.63,1.1477872
10268000,10268000,6620172,401.09955,12.394653,96599.15,1.1477576
10292000,10292000,6620172,401.17468,12.3941345,96598.28,1.1477474
10320000,10320000,6620172,401.3531,12.393616,96596.21,1.1477227
10340000,10340000,6620172,401.3484,12.393066,96596.266,1.1477234
10364000,10364000,6620172,401.4517,12.392487,96595.1,1.1477096
10388000,10388000,6620172,401.73807,12.391937,96591.78,1.1476701
10412000,10412000,6620172,401.65826,12.391357,96592.69,1.1476809
10440000,10440000,6620172,401.57376,12.390747,96593.664,1.1476926
10460000,10460000,6620172,401.78033,12.390137,96591.28,1.1476642
10484000,10484000,6620172,401.93997,12.389496,96589.46,1.1476426
10508000,10508000,6620172,401.94934,12.3888855,96589.37,1.1476414
10532000,10532000,6620172,402.01038,12.388214,96588.64,1.1476328
10556000,10556000,6620172,402.20758,12.387543,96586.37,1.1476058
10580000,10580000,6620172,402.3719,12.386871,96584.44,1.1475829
10608000,10608000,6620172,402.35312,12.3862,96584.68,1.1475857
10628000,10628000,6620172,402.30148,12.385498,96585.27,1.1475928
10652000,10652000,6620172,402.4658,12.384766,96583.375,1.1475703
10676000,10676000,6620172,402.67706,12.384033,96580.92,1.1475412
10700000,10700000,6620172,402.7569,12.383301,96580.01,1.1475303
10724000,10724000,6620172,402.89304,12.382538,96578.445,1.1475117
10748000,10748000,6620172,402.9259,12.381775,96578.055,1.1475071
10772000,10772000,6620172,403.16068,12.380981,96575.32,1.1474745
10796000,10796000,6620172,403.39072,12.380188,96572.66,1.1474429
10820000,10820000,6620172,403.39072,12.379364,96572.67,1.147443
10844000,10844000,6620172,403.54095,12.37854,96570.93,1.1474224
10868000,10868000,6620172,403.65833,12.377686,96569.625,1.1474069
10892000,10892000,6620172,403.72406,12.376831,96568.81,1.1473973
10916000,10916000,6620172,404.04333,12.375977,96565.13,1.1473535
10940000,10940000,6620172,404.21234,12.375092,96563.2,1.1473306
10964000,10964000,6620172,404.26398,12.374176,96562.62,1.1473236
10988000,10988000,6620172,404.4142,12.3732605,96560.84,1.1473025
11012000,11012000,6620172,404.58325,12.372345,96558.93,1.1472799
11036000,11036000,6620172,404.68655,12.371399,96557.734,1.1472657
11060000,11060000,6620172,404.88373,12.370453,96555.44,1.1472384
11084000,11084000,6620172,405.06683,12.369476,96553.305,1.147213
11108000,11108000,6620172,405.15134,12.3685,96552.33,1.1472014
11132000,11132000,6620172,405.32974,12.367493,96550.305,1.1471773
11156000,11156000,6620172,405.42365,12.366486,96549.234,1.1471646
11180000,11180000,6620172,405.65842,12.3654785,96546.49,1.147132
11204000,11204000,6620172,405.8509,12.364441,96544.234,1.1471052
11228000,11228000,6620172,405.9683,12.363403,96542.94,1.1470898
11252000,11252000,6620172,406.08566,12.362335,96541.56,1.1470735
11276000,11276000,6620172,406.2359,12.361267,96539.805,1.1470525
11300000,11300000,6620172,406.4002,12.360168,96537.93,1.1470304
11324000,11324000,6620172,406.5974,12.3591,96535.63,1.147003
11348000,11348000,6620172,406.71948,12.358002,96534.25,1.1469866
11372000,11372000,6620172,406.9871,12.356903,96531.12,1.1469494
11400000,11400000,6620172,407.09976,12.355774,96529.83,1.146934
11420000,11420000,6620172,407.23593,12.354645,96528.25,1.1469153
11444000,11444000,6620172,407.4472,12.353546,96525.8,1.1468861
11468000,11468000,6620172,407.7148,12.352386,96522.74,1.1468499
11492000,11492000,6620172,407.8228,12.351257,96521.5,1.1468351
11520000,11520000,6620172,407.96835,12.350128,96519.84,1.1468154
11540000,11540000,6620172,408.2172,12.3489685,96516.92,1.1467807
11564000,11564000,6620172,408.2219,12.347809,96516.914,1.1467806
11588000,11588000,6620172,408.62097,12.346649,96512.29,1.1467257
11612000,11612000,6620172,408.7477,12.3454895,96510.81,1.1467081
11636000,11636000,6620172,408.94022,12.34433,96508.57,1.1466814
11660000,11660000,6620172,408.90735,12.34314,96508.94,1.1466858
11684000,11684000,6620172,409.13272,12.341949,96506.37,1.1466553
11708000,11708000,6620172,409.4285,12.34079,96502.914,1.1466143
11732000,11732000,6620172,409.67734,12.3396,96500.07,1.1465805
11756000,11756000,6620172,409.82288,12.338409,96498.37,1.1465602
11780000,11780000,6620172,409.8933,12.337219,96497.55,1.1465505
11808000,11808000,6620172,410.21255,12.335999,96493.86,1.1465067
11828000,11828000,6620172,410.34872,12.334808,96492.34,1.1464887
11852000,11852000,6620172,410.68207,12.333618,96488.46,1.1464425
11876000,11876000,6620172,410.80414,12.332428,96487.06,1.146426
